payment_id,subscription_id,customer_id,payment_date,amount
396,33,33.0,2026-04-28,79
397,33,33.0,2026-04-28,29.00
398,33,33.0,2026-04-28,199.00
399,34,34.0,2024-08-20,29
400,34,34.0,2024-08-20,29
401,34,34.0,2024-08-20,199.00
402,34,34.0,2024-08-20,29
403,34,34.0,2024-08-20,79
404,34,34.0,2024-08-20,29.00
405,34,,2024-08-20,29
406,34,34.0,2024-08-20,199.00
407,34,34.0,2024-08-20,79
408,34,34.0,2024-08-20,199.00
409,34,,2024-08-20,199.00
410,34,34.0,2024-08-20,29
411,35,35.0,2026-03-24,29
412,35,35.0,2026-03-24,29.00
413,35,35.0,2026-03-24,199.00
414,35,35.0,2026-03-24,29
415,35,35.0,2026-03-24,79
416,35,35.0,2026-03-24,199.00
417,35,35.0,2026-03-24,29.00
418,35,35.0,2026-03-24,79
419,35,35.0,2026-03-24,29
420,35,35.0,2026-03-24,199.00
421,36,36.0,2024-10-31,79
422,36,36.0,2024-10-31,29
423,36,36.0,2024-10-31,79
424,36,36.0,2024-10-31,79
425,36,36.0,2024-10-31,79
426,36,36.0,2024-10-31,29
427,36,36.0,2024-10-31,29.00
428,36,36.0,2024-10-31,199.00
429,37,37.0,2025-12-03,79
430,37,37.0,2025-12-03,29
431,37,37.0,2025-12-03,29
432,37,37.0,2025-12-03,79
433,37,37.0,2025-12-03,199.00
434,37,37.0,2025-12-03,79
435,37,37.0,2025-12-03,79
436,37,37.0,2025-12-03,79
437,37,37.0,2025-12-03,29
438,37,37.0,2025-12-03,199.00
439,38,38.0,2024-10-06,29
440,38,38.0,2024-10-06,29
441,38,38.0,2024-10-06,199.00
442,38,38.0,2024-10-06,29
443,38,38.0,2024-10-06,29
444,38,38.0,2024-10-06,79
445,38,38.0,2024-10-06,79
446,38,38.0,2024-10-06,29
447,38,38.0,2024-10-06,79
448,38,38.0,2024-10-06,29
449,38,38.0,2024-10-06,29
450,39,39.0,2025-01-18,199.00
451,39,39.0,2025-01-18,29
452,39,39.0,2025-01-18,29
453,39,39.0,2025-01-18,29.00
454,39,39.0,2025-01-18,29
455,39,39.0,2025-01-18,79
456,39,39.0,2025-01-18,29
457,39,39.0,2025-01-18,79
458,39,39.0,2025-01-18,29.00
459,39,39.0,2025-01-18,79
460,39,39.0,2025-01-18,79
461,39,39.0,2025-01-18,199.00
462,39,39.0,2025-01-18,29
463,39,39.0,2025-01-18,29.00
464,39,39.0,2025-01-18,79
465,39,39.0,2025-01-18,199.00
466,40,40.0,2025-12-29,79
467,40,40.0,2025-12-29,29.00
468,40,40.0,2025-12-29,29
469,40,40.0,2025-12-29,29
470,40,40.0,2025-12-29,79
471,40,40.0,2025-12-29,29.00
472,40,40.0,2025-12-29,29.00
473,40,40.0,2025-12-29,29.00
474,40,40.0,2025-12-29,29
475,40,40.0,2025-12-29,29
476,40,40.0,2025-12-29,29
477,40,40.0,2025-12-29,29
478,40,40.0,2025-12-29,29.00
479,40,40.0,2025-12-29,79
480,41,,2025-02-06,29
481,41,41.0,2025-02-06,29.00
482,41,41.0,2025-02-06,199.00
483,41,41.0,2025-02-06,29
484,41,41.0,2025-02-06,29.00
485,41,41.0,2025-02-06,79
486,41,,2025-02-06,79
487,41,41.0,2025-02-06,79
488,41,41.0,2025-02-06,29
489,41,41.0,2025-02-06,29.00
490,41,41.0,2025-02-06,199.00
491,41,41.0,2025-02-06,29
492,41,41.0,2025-02-06,79
493,41,41.0,2025-02-06,79
494,41,,2025-02-06,29
495,42,42.0,2026-01-26,199.00
496,42,42.0,2026-01-26,79
497,42,42.0,2026-01-26,29
498,42,42.0,2026-01-26,199.00
499,42,42.0,2026-01-26,79
500,42,42.0,2026-01-26,29.00
501,42,42.0,2026-01-26,79
502,42,42.0,2026-01-26,29.00
503,42,42.0,2026-01-26,29
504,43,43.0,2025-10-28,199.00
505,43,43.0,2025-10-28,29
506,43,43.0,2025-10-28,29
507,43,43.0,2025-10-28,79
508,43,43.0,2025-10-28,79
509,43,43.0,2025-10-28,199.00
510,44,44.0,2025-12-15,79
511,44,44.0,2025-12-15,29.00
512,44,44.0,2025-12-15,29
513,44,44.0,2025-12-15,79
514,44,44.0,2025-12-15,199.00
515,44,44.0,2025-12-15,199.00
516,44,44.0,2025-12-15,79
517,44,44.0,2025-12-15,29
518,44,44.0,2025-12-15,29
519,44,44.0,2025-12-15,29.00
520,44,44.0,2025-12-15,79
521,44,44.0,2025-12-15,29.00
522,44,44.0,2025-12-15,29
523,44,44.0,2025-12-15,29
524,44,44.0,2025-12-15,29
525,44,44.0,2025-12-15,79
526,44,44.0,2025-12-15,29
527,45,45.0,2024-06-23,79
528,45,45.0,2024-06-23,29
529,45,45.0,2024-06-23,29.00
530,45,45.0,2024-06-23,79
531,45,45.0,2024-06-23,29
532,45,45.0,2024-06-23,79
533,45,45.0,2024-06-23,29
534,45,45.0,2024-06-23,79
535,45,45.0,2024-06-23,29.00
536,45,45.0,2024-06-23,199.00
537,45,45.0,2024-06-23,29.00
538,45,45.0,2024-06-23,29.00
539,45,45.0,2024-06-23,29
540,46,46.0,2026-05-22,29
541,46,46.0,2026-05-22,199.00
542,46,46.0,2026-05-22,79
543,46,46.0,2026-05-22,29
544,46,46.0,2026-05-22,199.00
545,46,46.0,2026-05-22,79
546,46,46.0,2026-05-22,29.00
547,46,46.0,2026-05-22,29
548,46,46.0,2026-05-22,29
549,46,46.0,2026-05-22,199.00
550,46,46.0,2026-05-22,79
551,46,46.0,2026-05-22,29
552,46,46.0,2026-05-22,29
553,46,46.0,2026-05-22,79
554,46,46.0,2026-05-22,79
555,47,47.0,2026-04-13,29
556,47,47.0,2026-04-13,29
557,47,47.0,2026-04-13,29
558,47,47.0,2026-04-13,79
559,47,47.0,2026-04-13,199.00
560,47,47.0,2026-04-13,29
561,47,47.0,2026-04-13,199.00
562,47,47.0,2026-04-13,199.00
563,47,47.0,2026-04-13,79
564,47,47.0,2026-04-13,29.00
565,47,47.0,2026-04-13,199.00
566,47,47.0,2026-04-13,79
567,47,47.0,2026-04-13,79
568,47,47.0,2026-04-13,29
569,47,47.0,2026-04-13,29
570,48,48.0,2025-04-23,29.00
571,48,48.0,2025-04-23,199.00
572,48,48.0,2025-04-23,79
573,48,48.0,2025-04-23,29
574,48,48.0,2025-04-23,79
575,48,48.0,2025-04-23,29.00
576,48,48.0,2025-04-23,29
577,48,48.0,2025-04-23,199.00
578,48,48.0,2025-04-23,29
579,49,49.0,2024-08-24,79
580,49,49.0,2024-08-24,79
581,49,49.0,2024-08-24,29
582,49,49.0,2024-08-24,79
583,49,49.0,2024-08-24,199.00
584,49,49.0,2024-08-24,29
585,49,49.0,2024-08-24,29
586,49,49.0,2024-08-24,29.00
587,49,49.0,2024-08-24,79
588,49,49.0,2024-08-24,199.00
589,49,49.0,2024-08-24,79
590,49,49.0,2024-08-24,29.00
591,49,49.0,2024-08-24,29.00
592,49,49.0,2024-08-24,29
593,49,49.0,2024-08-24,79
594,49,,2024-08-24,29
595,49,49.0,2024-08-24,29
596,49,49.0,2024-08-24,79
597,50,50.0,2025-03-25,79
598,50,50.0,2025-03-25,79
599,50,50.0,2025-03-25,79
600,50,50.0,2025-03-25,199.00
601,50,50.0,2025-03-25,29.00
602,50,50.0,2025-03-25,79
603,50,50.0,2025-03-25,29
604,50,50.0,2025-03-25,79
605,50,50.0,2025-03-25,79
606,50,50.0,2025-03-25,199.00
607,50,50.0,2025-03-25,79
608,50,50.0,2025-03-25,199.00
609,50,50.0,2025-03-25,29.00
610,50,50.0,2025-03-25,79
611,50,50.0,2025-03-25,199.00
612,51,51.0,2024-09-19,29.00
613,51,51.0,2024-09-19,29
614,51,51.0,2024-09-19,199.00
615,51,51.0,2024-09-19,29
616,51,51.0,2024-09-19,199.00
617,51,51.0,2024-09-19,199.00
618,51,51.0,2024-09-19,79
619,51,51.0,2024-09-19,29.00
620,51,51.0,2024-09-19,199.00
621,52,52.0,2025-10-17,29.00
622,52,52.0,2025-10-17,79
623,52,52.0,2025-10-17,79
624,52,52.0,2025-10-17,29
625,52,52.0,2025-10-17,199.00
626,52,52.0,2025-10-17,29
627,52,52.0,2025-10-17,-29
628,52,52.0,2025-10-17,29.00
629,52,52.0,2025-10-17,79
630,53,53.0,2025-12-26,29
631,53,53.0,2025-12-26,79
632,53,53.0,2025-12-26,29
633,53,53.0,2025-12-26,29.00
634,53,53.0,2025-12-26,79
635,53,53.0,2025-12-26,199.00
636,53,53.0,2025-12-26,-29
637,53,53.0,2025-12-26,29
638,53,53.0,2025-12-26,79
639,53,53.0,2025-12-26,79
640,53,53.0,2025-12-26,79
641,53,53.0,2025-12-26,29
642,53,53.0,2025-12-26,199.00
643,53,53.0,2025-12-26,199.00
644,53,53.0,2025-12-26,199.00
645,53,53.0,2025-12-26,199.00
646,54,54.0,2024-11-02,199.00
647,54,54.0,2024-11-02,79
648,54,54.0,2024-11-02,29
649,54,54.0,2024-11-02,29
650,54,54.0,2024-11-02,199.00
651,54,54.0,2024-11-02,29
652,54,54.0,2024-11-02,29
653,54,54.0,2024-11-02,199.00
654,54,54.0,2024-11-02,199.00
655,54,54.0,2024-11-02,199.00
656,54,54.0,2024-11-02,79
657,54,54.0,2024-11-02,79
658,55,55.0,2025-08-08,79
659,55,55.0,2025-08-08,199.00
660,55,55.0,2025-08-08,199.00
661,55,55.0,2025-08-08,29
662,55,55.0,2025-08-08,29
663,55,55.0,2025-08-08,29
664,55,55.0,2025-08-08,29.00
665,55,55.0,2025-08-08,29
666,55,55.0,2025-08-08,199.00
667,55,55.0,2025-08-08,29
668,55,55.0,2025-08-08,29
669,55,55.0,2025-08-08,79
670,55,55.0,2025-08-08,199.00
671,55,,2025-08-08,79
672,55,55.0,2025-08-08,29.00
673,55,55.0,2025-08-08,29
674,55,55.0,2025-08-08,29
675,56,56.0,2025-01-03,29.00
676,56,56.0,2025-01-03,199.00
677,56,56.0,2025-01-03,79
678,56,56.0,2025-01-03,79
679,56,56.0,2025-01-03,199.00
680,56,56.0,2025-01-03,29
681,56,56.0,2025-01-03,79
682,56,56.0,2025-01-03,29.00
683,56,56.0,2025-01-03,29
684,56,56.0,2025-01-03,79
685,56,56.0,2025-01-03,29.00
686,56,56.0,2025-01-03,29.00
687,57,57.0,2024-07-19,29
688,57,57.0,2024-07-19,79
689,57,57.0,2024-07-19,199.00
690,57,57.0,2024-07-19,29
691,57,57.0,2024-07-19,29.00
692,57,57.0,2024-07-19,29.00
693,57,57.0,2024-07-19,199.00
694,57,57.0,2024-07-19,199.00
695,57,57.0,2024-07-19,29.00
696,57,57.0,2024-07-19,79
697,57,57.0,2024-07-19,79
698,57,57.0,2024-07-19,199.00
699,57,57.0,2024-07-19,29
700,57,57.0,2024-07-19,199.00
701,57,57.0,2024-07-19,199.00
702,58,58.0,2024-10-05,29.00
703,58,58.0,2024-10-05,79
704,58,58.0,2024-10-05,79
705,58,58.0,2024-10-05,29.00
706,58,58.0,2024-10-05,29
707,58,58.0,2024-10-05,29
708,58,58.0,2024-10-05,29
709,58,58.0,2024-10-05,79
710,58,58.0,2024-10-05,79
711,59,59.0,2024-09-25,29
712,59,59.0,2024-09-25,199.00
713,59,59.0,2024-09-25,79
714,59,59.0,2024-09-25,199.00
715,59,59.0,2024-09-25,79
716,59,59.0,2024-09-25,79
717,59,59.0,2024-09-25,29
718,59,59.0,2024-09-25,79
719,59,59.0,2024-09-25,79
720,59,59.0,2024-09-25,29.00
721,60,60.0,2025-04-21,29
722,60,60.0,2025-04-21,199.00
723,60,60.0,2025-04-21,29
724,60,60.0,2025-04-21,29.00
725,60,60.0,2025-04-21,199.00
726,60,60.0,2025-04-21,79
727,61,61.0,2025-05-12,29
728,61,61.0,2025-05-12,79
729,61,61.0,2025-05-12,199.00
730,61,61.0,2025-05-12,29
731,61,61.0,2025-05-12,29
732,61,61.0,2025-05-12,29.00
733,61,61.0,2025-05-12,29.00
734,61,61.0,2025-05-12,79
735,61,,2025-05-12,79
736,61,,2025-05-12,79
737,61,61.0,2025-05-12,79
738,61,61.0,2025-05-12,-29
739,61,61.0,2025-05-12,199.00
740,61,61.0,2025-05-12,29.00
741,61,61.0,2025-05-12,29.00
742,61,61.0,2025-05-12,29
743,61,61.0,2025-05-12,79
744,62,62.0,2026-01-26,29.00
745,62,62.0,2026-01-26,29
746,62,62.0,2026-01-26,29
747,62,62.0,2026-01-26,79
748,62,62.0,2026-01-26,199.00
749,62,62.0,2026-01-26,79
750,62,62.0,2026-01-26,29
751,62,62.0,2026-01-26,29.00
752,62,62.0,2026-01-26,79
753,62,62.0,2026-01-26,29
754,62,62.0,2026-01-26,79
755,62,62.0,2026-01-26,-29
756,62,62.0,2026-01-26,29.00
757,62,62.0,2026-01-26,79
758,62,62.0,2026-01-26,79
759,62,62.0,2026-01-26,79
760,62,62.0,2026-01-26,79
761,63,63.0,2025-04-25,199.00
762,63,63.0,2025-04-25,79
763,63,63.0,2025-04-25,79
764,63,63.0,2025-04-25,79
765,63,63.0,2025-04-25,199.00
766,63,63.0,2025-04-25,79
767,63,63.0,2025-04-25,79
768,63,63.0,2025-04-25,199.00
769,63,63.0,2025-04-25,29
770,63,63.0,2025-04-25,29
771,63,63.0,2025-04-25,199.00
772,63,,2025-04-25,29
773,63,63.0,2025-04-25,29
774,63,63.0,2025-04-25,29
775,64,64.0,2026-01-09,29
776,64,64.0,2026-01-09,79
777,64,64.0,2026-01-09,-29
778,64,64.0,2026-01-09,29
779,64,64.0,2026-01-09,29.00
780,64,64.0,2026-01-09,79
781,64,64.0,2026-01-09,29
782,65,65.0,2025-01-15,79
783,65,65.0,2025-01-15,29.00
784,65,65.0,2025-01-15,79
785,65,65.0,2025-01-15,-29
786,65,65.0,2025-01-15,79
787,65,65.0,2025-01-15,79
788,65,65.0,2025-01-15,199.00
789,65,65.0,2025-01-15,29
790,65,65.0,2025-01-15,79
